City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Salalah,OM,17.0151,54.0924,81.27,67,98,2.06,overcast clouds
348,Gladenbach,DE,50.7667,8.5667,54.0,73,88,1.99,overcast clouds
349,Olenino,RU,56.2092,33.4889,49.28,55,41,9.53,scattered clouds
350,Verkhniy Baskunchak,RU,48.2256,46.7217,57.31,52,98,6.26,overcast clouds
351,Saint-Joseph,RE,-21.3667,55.6167,77.0,69,90,12.66,overcast clouds
352,Blagoyevo,RU,63.3667,47.9167,29.05,65,85,3.76,overcast clouds
353,Kaoma,ZM,-14.7833,24.8,64.71,64,86,5.86,overcast clouds
354,Kalabo,ZM,-14.97,22.6814,70.36,47,19,6.22,few clouds
355,Kloulklubed,PW,7.0419,134.2556,78.8,89,75,6.91,broken clouds
356,Clyde River,CA,70.4692,-68.5914,6.8,85,90,11.5,mist
357,Luebo,CD,-5.35,21.4167,77.18,75,100,2.48,overcast clouds
358,Santa Lucia,ES,27.9117,-15.5407,71.01,60,20,29.93,few clouds
359,Mnogovershinnyy,RU,53.9353,139.9242,28.15,93,95,4.32,overcast clouds
360,Saldanha,ZA,-33.0117,17.9442,77.0,38,5,4.61,clear sky
361,Maiduguri,NG,11.8464,13.1603,99.07,6,100,5.57,overcast clouds
362,Parrsboro,CA,45.4001,-64.332,39.2,87,100,9.22,overcast clouds
363,Bundaberg,AU,-24.85,152.35,64.0,88,4,6.91,clear sky
364,Kavieng,PG,-2.5744,150.7967,81.88,77,91,10.11,overcast clouds
365,Cabinda,AO,-5.55,12.2,81.19,82,100,4.88,light rain
366,Shingu,JP,33.7333,135.9833,44.96,78,3,5.88,clear sky
367,Durango,MX,24.8333,-104.8333,66.31,17,5,2.48,clear sky
368,Abu Dhabi,AE,24.4667,54.3667,84.2,32,0,3.44,clear sky
369,Ugento,IT,39.9263,18.1574,60.01,77,0,6.91,clear sky
370,Nuuk,GL,64.1835,-51.7216,21.2,63,75,10.36,broken clouds
371,Paracuru,BR,-3.41,-39.0306,82.0,75,91,21.99,overcast clouds
372,Rexburg,US,43.826,-111.7897,51.01,34,1,8.05,clear sky
373,Beterou,BJ,9.1992,2.2586,93.07,37,100,8.16,light rain
374,Kapoeta,SS,4.7717,33.5903,88.81,33,92,12.77,overcast clouds
375,Ilorin,NG,8.5,4.55,85.01,57,98,13.11,light rain
376,Vidor,US,30.1316,-94.0155,62.6,59,1,8.05,clear sky
377,Kattivakkam,IN,13.2167,80.3167,84.2,84,20,9.22,few clouds
378,Oranjemund,NA,-28.55,16.4333,71.37,53,26,3.02,scattered clouds
379,Goderich,CA,43.7501,-81.7165,42.8,65,99,11.5,overcast clouds
380,Carutapera,BR,-1.195,-46.02,76.77,92,100,4.47,moderate rain
381,Lorengau,PG,-2.0226,147.2712,79.93,82,94,6.98,overcast clouds
382,Huarmey,PE,-10.0681,-78.1522,73.6,74,47,9.46,scattered clouds
383,Maniitsoq,GL,65.4167,-52.9,19.02,57,89,13.62,overcast clouds
384,Lerida,ES,41.6167,0.6167,66.0,27,20,9.22,few clouds
385,Acari,PE,-15.4311,-74.6158,81.75,54,18,9.8,few clouds
386,Bonthe,SL,7.5264,-12.505,84.9,67,72,10.85,broken clouds
387,Khani,GE,41.9563,42.9566,68.0,52,90,8.05,overcast clouds
388,Tarakan,ID,3.3,117.6333,77.0,94,90,3.44,light rain
389,Bousso,TD,10.4795,16.7117,99.39,11,91,4.74,overcast clouds
390,Yumen,CN,40.2833,97.2,55.18,20,95,10.33,overcast clouds
391,Kununurra,AU,-15.7667,128.7333,64.4,77,99,3.44,overcast clouds
392,San Patricio,US,28.017,-97.5169,59.0,67,90,16.11,overcast clouds
393,San Cristobal,VE,7.7669,-72.225,93.2,36,40,20.71,scattered clouds
394,Maceio,BR,-9.6658,-35.7353,78.8,89,75,13.8,broken clouds
395,Burns Lake,CA,54.2331,-125.7533,44.6,45,89,8.05,overcast clouds
396,Terra Santa,BR,-2.1042,-56.4869,72.86,99,100,1.83,overcast clouds
397,Namatanai,PG,-3.6667,152.4333,80.71,81,100,7.78,light rain
398,Nanortalik,GL,60.1432,-45.2371,27.36,48,10,14.61,clear sky
399,Mumford,GH,5.2618,-0.759,83.8,76,100,16.87,overcast clouds
400,Teguise,ES,29.0605,-13.564,73.4,53,20,18.41,few clouds
401,Alice Springs,AU,-23.7,133.8833,46.4,61,0,6.6,clear sky
402,Shache,CN,38.4167,77.2406,63.46,33,100,18.7,overcast clouds
403,Ahipara,NZ,-35.1667,173.1667,54.0,82,44,2.62,scattered clouds
404,Kota Kinabalu,MY,5.9749,116.0724,78.8,89,20,3.44,few clouds
405,Agadez,NE,19.75,10.25,98.35,4,62,9.57,broken clouds
406,Fukue,JP,32.6881,128.8419,56.26,52,95,14.81,overcast clouds
407,Lokosovo,RU,61.1333,74.8167,9.41,84,94,11.59,overcast clouds
408,Crotone,IT,39.0851,17.1178,53.6,87,75,10.36,broken clouds
409,Geraldton,AU,-28.7667,114.6,64.4,55,75,8.05,broken clouds
410,Bubaque,GW,11.2833,-15.8333,77.76,70,94,15.82,overcast clouds
411,Alofi,NU,-19.0595,-169.9187,68.0,100,70,2.3,broken clouds
412,Pacific Grove,US,36.6177,-121.9166,61.0,76,40,8.1,scattered clouds
413,Orcopampa,PE,-15.2661,-72.3417,60.35,15,0,6.78,clear sky
414,Mweka,CD,-4.85,21.5667,75.72,76,100,2.33,overcast clouds
415,Broken Hill,AU,-31.95,141.4333,50.0,62,18,2.3,few clouds
416,Luxor,EG,25.6989,32.6421,104.0,16,0,16.11,clear sky
417,Twin Falls,US,42.3505,-114.6445,57.0,24,1,10.36,clear sky
418,Tanout,NE,14.9709,8.8879,98.98,5,25,6.8,scattered clouds
419,Jashpurnagar,IN,22.9,84.15,77.83,22,27,6.96,scattered clouds
420,Kutum,SD,14.2,24.6667,83.19,6,4,8.12,clear sky
421,Moyo,UG,3.6609,31.7247,69.46,82,100,3.78,overcast clouds
422,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,42,0,8.05,clear sky
423,Dalvik,IS,65.9702,-18.5286,44.6,49,40,23.02,scattered clouds
424,Pirapora,BR,-17.345,-44.9419,91.92,29,46,1.83,scattered clouds
425,Tomatlan,MX,19.9333,-105.25,87.08,25,0,5.48,clear sky
426,Tianpeng,CN,30.9866,103.9393,62.01,1,100,2.39,overcast clouds
427,Tautira,PF,-17.7333,-149.15,75.2,83,20,7.92,few clouds
428,Beloha,MG,-25.1667,45.05,65.21,63,5,13.4,clear sky
429,Atar,MR,20.5169,-13.0499,96.58,7,0,7.99,clear sky
430,Labuhan,ID,-6.8844,112.2051,78.4,80,99,4.65,overcast clouds
431,San Quintin,MX,30.4833,-115.95,64.49,65,14,6.98,few clouds
432,Ilo,PE,-17.6394,-71.3375,70.25,72,54,6.85,broken clouds
433,Izhma,RU,65.0083,53.9113,22.95,79,59,3.31,broken clouds
434,Saskatoon,CA,52.1168,-106.6345,36.0,37,75,14.97,broken clouds
435,Tongliao,CN,43.6125,122.2653,54.57,19,50,10.69,scattered clouds
436,Lahij,YE,13.1667,44.5833,76.75,49,97,4.81,overcast clouds
437,Berbera,SO,10.4396,45.0143,81.72,79,82,6.96,broken clouds
438,Nizhniy Kuranakh,RU,58.8353,125.4869,17.74,94,100,7.02,snow
439,Mount Isa,AU,-20.7333,139.5,69.8,24,1,14.97,clear sky
440,Svetlaya,RU,46.5389,138.3297,40.62,86,100,6.04,moderate rain
441,Samarai,PG,-10.6167,150.6667,82.44,78,97,9.33,overcast clouds
442,Avera,US,33.194,-82.5271,73.4,35,1,8.05,clear sky
443,Keti Bandar,PK,24.1447,67.4497,81.28,77,66,12.55,broken clouds
444,Sitka,US,57.0531,-135.33,50.0,71,1,7.58,clear sky
445,Liverpool,GB,53.4106,-2.9779,60.8,41,0,2.3,clear sky
446,Nishihara,JP,26.1842,127.7558,64.4,63,20,8.05,few clouds
447,Hambantota,LK,6.1241,81.1185,81.48,77,61,12.08,broken clouds
448,Baykit,RU,61.67,96.37,25.43,96,100,4.79,snow
449,Urucara,BR,-2.5364,-57.76,74.71,97,99,4.16,overcast clouds
450,La Seyne-Sur-Mer,FR,43.0982,5.8847,59.0,57,10,4.0,clear sky
451,Khasan,RU,42.4308,130.6434,45.95,57,2,5.91,clear sky
452,Mossoro,BR,-5.1875,-37.3442,83.25,67,93,13.2,overcast clouds
453,Ozernovskiy,RU,51.5,156.5167,33.78,72,100,13.89,light snow
454,Lata,PT,40.1629,-8.3327,73.99,49,20,9.22,few clouds
455,Ilulissat,GL,69.2167,-51.1,10.4,52,96,6.91,overcast clouds
456,Olafsvik,IS,64.8945,-23.7142,38.26,77,65,31.54,broken clouds
457,Guerrero Negro,MX,27.9769,-114.0611,64.51,63,3,12.06,clear sky
458,Orsk,RU,51.2049,58.5668,57.2,62,0,13.42,clear sky
459,Acarau,BR,-2.8856,-40.12,83.39,71,99,11.16,overcast clouds
460,Lasa,IT,46.6166,10.7002,60.8,45,40,8.05,scattered clouds
461,Hamilton,US,39.1834,-84.5333,62.01,33,1,4.61,clear sky
462,Nevers,FR,46.9167,3.3333,53.6,50,0,8.05,clear sky
463,Zhicheng,CN,30.2956,111.5047,60.01,78,67,1.68,broken clouds
464,Nizip,TR,37.0097,37.7942,77.0,38,75,4.54,broken clouds
465,Mattru,SL,7.6244,-11.8332,89.83,55,83,8.05,broken clouds
466,Havelock,US,34.8791,-76.9013,72.0,40,75,11.5,broken clouds
467,La Ronge,CA,55.1001,-105.2842,26.6,58,16,9.22,few clouds
468,Bekhtery,UA,46.251,32.2927,57.2,51,0,4.47,clear sky
469,Plaridel,PH,14.8872,120.8572,84.2,74,75,4.61,broken clouds
470,Gimbi,ET,9.1667,35.8333,67.03,41,97,5.66,overcast clouds
471,Horta,PT,38.5333,-28.6333,66.2,82,20,12.66,few clouds
472,Camacha,PT,33.0833,-16.3333,68.0,64,20,12.66,few clouds
473,Shemysheyka,RU,52.892,45.3928,46.27,92,100,5.95,overcast clouds
474,Kortkeros,RU,61.8106,51.5806,33.8,47,0,6.71,clear sky
475,Angoram,PG,-4.0625,144.0661,71.71,96,95,2.26,overcast clouds
476,Bosconia,CO,9.9689,-73.8836,88.3,58,100,6.85,overcast clouds
477,Hargeysa,SO,9.56,44.065,71.78,67,91,5.32,moderate rain
478,Ada,US,43.4166,-116.1262,60.01,28,1,4.81,clear sky
479,Sumenep,ID,-7.0167,113.8667,78.04,79,87,3.38,overcast clouds
480,Adrar,MR,20.5022,-10.0711,93.81,6,0,9.53,clear sky
481,Rawah,IQ,34.4816,41.9093,86.99,14,48,8.93,scattered clouds
482,Lodja,CD,-3.4833,23.4333,75.02,89,100,1.36,overcast clouds
483,Walvis Bay,NA,-22.9575,14.5053,95.0,20,75,10.36,broken clouds
484,Asgabat,TM,37.95,58.3833,75.2,27,20,6.91,few clouds
485,Valvedditturai,LK,9.8167,80.1667,83.89,76,73,14.97,broken clouds
486,Maragogi,BR,-9.0122,-35.2225,80.74,74,98,7.27,overcast clouds
487,Margate,GB,51.3813,1.3862,50.0,65,95,1.99,overcast clouds
488,Talnakh,RU,69.4865,88.3972,-17.34,91,40,1.59,scattered clouds
489,Arman,RU,59.7,150.1667,28.06,95,96,4.88,overcast clouds
490,Luderitz,NA,-26.6481,15.1594,77.36,45,24,5.5,few clouds
491,Hasaki,JP,35.7333,140.8333,54.0,37,75,11.5,broken clouds
492,Bahia Blanca,AR,-38.7196,-62.2724,71.37,71,100,11.54,overcast clouds
493,Mamu Kanjan,PK,30.8333,72.8,79.25,32,8,7.56,clear sky
494,Ende,ID,-8.8432,121.6623,77.18,83,100,3.6,overcast clouds
495,Bengbu,CN,32.9408,117.3608,50.99,56,48,5.39,scattered clouds
496,Rundu,NA,-17.9333,19.7667,70.29,42,4,7.34,clear sky
497,Sakaiminato,JP,35.55,133.2333,42.8,87,20,5.75,few clouds
498,Skjervoy,NO,70.0311,20.9714,44.6,49,0,2.3,clear sky
499,Nioro,GM,13.35,-15.75,106.48,9,44,7.58,scattered clouds
500,Souillac,MU,-20.5167,57.5167,77.0,94,75,16.11,moderate rain
501,Autun,FR,46.95,4.3,53.6,54,0,6.91,clear sky
502,Vila Velha,BR,-20.3297,-40.2925,86.0,54,20,11.5,few clouds
503,Bijie,CN,27.3125,105.2942,51.06,96,100,3.29,overcast clouds
504,Avarua,CK,-21.2078,-159.775,77.0,88,51,4.61,light rain
505,Casa Nova,BR,-9.4167,-41.1333,89.6,48,40,8.05,scattered clouds
506,Nacala,MZ,-14.5428,40.6728,72.25,84,13,8.79,few clouds
507,Henties Bay,NA,-22.116,14.2845,84.7,35,97,23.89,overcast clouds
508,Wilmington,US,34.2257,-77.9447,73.0,56,20,6.91,few clouds
509,Bambanglipuro,ID,-7.95,110.2833,75.99,89,38,3.8,scattered clouds
510,Doha,QA,25.2867,51.5333,82.99,69,0,5.75,clear sky
511,Oil City,US,41.4339,-79.7064,57.0,54,20,4.61,few clouds
512,Porosozero,RU,62.7191,32.727,41.68,81,89,3.96,overcast clouds
513,Soyo,AO,-6.1349,12.3689,82.15,80,100,5.44,overcast clouds
514,Novopokrovka,UA,49.8425,36.5477,46.4,87,40,6.71,light rain
515,Yining,CN,29.0361,114.5636,55.08,94,100,2.04,overcast clouds
516,Northam,GB,51.0333,-4.2167,53.01,63,68,1.99,broken clouds
517,Cervo,ES,43.6702,-7.4101,69.01,32,100,5.01,overcast clouds
518,Sistranda,NO,63.7256,8.834,60.8,36,0,6.91,clear sky
519,Pedernales,DO,18.0384,-71.744,88.25,48,41,7.07,scattered clouds
520,Fairbanks,US,64.8378,-147.7164,33.8,64,1,10.36,clear sky
521,New Ross,IE,52.3967,-6.9367,51.01,69,100,1.99,overcast clouds
522,Katangli,RU,51.7102,143.2326,30.52,98,100,17.31,snow
523,Lincoln,US,40.8,-96.667,57.0,30,1,8.05,clear sky
524,Vaitape,PF,-16.5167,-151.75,82.0,72,9,11.48,clear sky
525,Beyneu,KZ,45.3167,55.2,70.61,26,100,11.3,overcast clouds
526,Vyyezdnoye,RU,55.3815,43.7864,48.74,64,100,15.08,light rain
527,Vanimo,PG,-2.6741,141.3028,75.87,86,86,2.19,overcast clouds
528,Worksop,GB,53.3018,-1.124,59.0,31,0,4.61,clear sky
529,Aleksandro-Nevskiy,RU,53.4751,40.2095,48.99,75,100,6.46,overcast clouds
530,Pachino,IT,36.7186,15.0907,59.0,58,35,16.11,scattered clouds
531,Vao,NC,-22.6667,167.4833,75.85,80,79,13.49,light rain
532,Abu Samrah,SY,35.3029,37.1841,80.82,26,63,5.06,broken clouds
533,Heishan,CN,41.6892,122.1128,55.8,31,15,12.03,few clouds
534,Vidim,RU,56.4088,103.1106,23.56,84,99,3.31,overcast clouds
535,Pudozh,RU,61.8099,36.5345,36.36,80,30,4.23,scattered clouds
536,Zacapoaxtla,MX,19.8833,-97.5833,62.31,72,58,4.56,broken clouds
537,Puro,PH,12.4841,123.3827,76.82,81,100,28.92,moderate rain
538,Smirnykh,RU,49.75,142.8333,34.5,96,100,10.16,overcast clouds
539,Fundao,BR,-19.9341,-40.4047,86.0,54,20,11.5,few clouds
540,Oktyabrskiy,RU,54.4815,53.471,43.9,61,15,12.53,few clouds
541,Guarapari,BR,-20.6667,-40.4975,86.0,54,20,11.5,few clouds
542,Aswan,EG,24.0934,32.907,94.3,22,0,17.87,clear sky
543,Aykhal,RU,66.0,111.5,-7.98,99,85,3.33,overcast clouds
544,Tsogni,GA,-2.7942,10.0988,80.01,79,100,6.87,overcast clouds
545,Shelburne,CA,44.0787,-80.2041,55.99,54,74,9.69,broken clouds
546,Ca Mau,VN,9.1769,105.15,78.85,85,100,1.92,overcast clouds
547,Inhambane,MZ,-23.865,35.3833,71.6,68,20,6.91,few clouds
548,Bhairab Bazar,BD,24.0667,90.9667,82.4,69,40,6.91,haze
549,Spearfish,US,44.4908,-103.8594,57.0,30,1,19.57,clear sky
550,Khandbari,NP,27.3747,87.2039,64.02,63,24,5.3,few clouds
551,Yuanping,CN,38.7153,112.7575,56.75,27,40,2.13,scattered clouds
552,San Marco In Lamis,IT,41.7131,15.6399,53.6,71,75,11.5,light rain
553,Kandry,RU,54.5667,54.1167,43.0,64,30,15.17,scattered clouds
554,Norman Wells,CA,65.282,-126.8329,32.0,74,20,2.3,few clouds
555,Ludus,RO,46.4833,24.1,50.0,62,90,5.75,overcast clouds
556,Bereda,ES,43.2686,-7.5406,69.01,32,100,5.01,overcast clouds
557,Moose Factory,CA,51.2585,-80.6094,42.8,52,1,9.22,clear sky
558,Kolyshley,RU,52.7005,44.5367,46.4,89,98,8.41,overcast clouds
559,Cotonou,BJ,6.3654,2.4183,75.2,88,40,5.75,scattered clouds
560,Anajatuba,BR,-3.2644,-44.6197,84.74,70,84,5.93,broken clouds
561,Lompoc,US,34.6391,-120.4579,59.0,71,0,3.44,clear sky
562,Nola,IT,40.922,14.5329,57.0,58,88,4.52,overcast clouds
563,Florianopolis,BR,-27.6146,-48.5012,75.99,83,40,8.05,scattered clouds
564,Charleston,US,32.7766,-79.9309,77.0,50,1,5.75,clear sky
565,Lumberton,US,34.6182,-79.0086,71.6,43,1,5.75,clear sky
566,Sibolga,ID,1.7427,98.7792,76.6,88,67,2.28,heavy intensity rain
567,Iberia,US,29.9502,-91.7507,66.0,68,1,11.5,clear sky
568,Olovyannaya,RU,50.95,115.5667,29.84,46,5,14.79,clear sky
569,Puerto Escondido,MX,15.85,-97.0667,84.2,79,1,5.75,clear sky
570,Arlit,NE,18.7369,7.3853,101.88,3,100,8.19,overcast clouds
571,Muzhi,RU,65.3667,64.6667,2.39,90,9,6.62,clear sky
572,Russell,US,32.3502,-85.1999,71.6,43,1,5.06,clear sky
573,Candido De Abreu,BR,-24.5669,-51.3333,79.68,47,26,3.31,scattered clouds
574,Mlonggo,ID,-6.5333,110.7,77.23,82,53,3.36,broken clouds
575,Vinh,VN,18.6667,105.6667,75.94,91,96,2.42,overcast clouds
576,Gweta,BW,-20.1833,25.2333,71.85,24,0,6.96,clear sky
577,Manbij,SY,36.5281,37.9549,77.0,38,75,5.08,broken clouds
578,Saint-Pierre,RE,-21.3393,55.4781,77.0,69,90,12.66,overcast clouds
579,Marystown,CA,47.1666,-55.1483,39.13,96,100,21.07,overcast clouds
580,Falam,MM,22.9167,93.6833,60.96,64,12,4.16,few clouds
581,Mogadishu,SO,2.0371,45.3438,83.55,71,96,11.95,overcast clouds
582,Naze,JP,28.3667,129.4833,59.43,63,89,12.86,overcast clouds
583,Manitouwadge,CA,49.1215,-85.8403,41.0,60,20,5.75,few clouds
584,Dunedin,NZ,-45.8742,170.5036,50.83,79,100,5.55,overcast clouds
585,Bonavista,CA,48.6499,-53.1147,39.2,100,100,4.61,light rain
586,Birobidzhan,RU,48.8,132.95,42.62,72,18,4.18,few clouds
587,Nautla,MX,20.2167,-96.7833,71.37,74,99,13.85,overcast clouds
588,Rosarito,MX,32.3333,-117.0333,73.99,77,1,4.61,clear sky
589,Tigzirt,DZ,36.8886,4.1198,56.39,51,2,6.8,clear sky
590,Rocha,UY,-34.4833,-54.3333,75.74,56,8,8.3,clear sky
591,Luwingu,ZM,-10.2621,29.9271,62.19,86,100,4.94,overcast clouds
592,Olean,US,42.0776,-78.4297,53.6,50,75,8.05,broken clouds
593,Buchanan,LR,5.8808,-10.0467,89.6,62,40,11.5,scattered clouds
594,Atherton,GB,53.5237,-2.4935,61.0,46,96,4.0,overcast clouds
595,Kourou,GF,5.1552,-52.6478,82.4,78,75,12.66,broken clouds
596,Brae,GB,60.3964,-1.353,48.2,76,0,13.8,clear sky
597,Gushikawa,JP,26.3544,127.8686,62.6,77,90,9.22,overcast clouds
598,Rockland,US,41.1668,-74.0496,61.0,49,59,1.99,broken clouds
599,Vostok,RU,46.4856,135.8833,32.02,93,85,3.67,overcast clouds
600,Urengoy,RU,65.9667,78.3667,-9.27,96,22,12.24,few clouds
601,Iracoubo,GF,5.4802,-53.2011,82.8,66,88,10.96,overcast clouds
602,Lalmohan,BD,22.3384,90.7419,81.32,77,22,14.25,few clouds
603,La Primavera,CO,5.4906,-70.4092,91.42,44,88,10.45,overcast clouds
604,Los Algarrobos,PA,8.5,-82.4333,87.8,58,20,4.61,few clouds
605,Micheweni,TZ,-4.9667,39.8333,75.31,95,100,5.26,heavy intensity rain
606,Yabelo,ET,4.8833,38.0833,62.17,79,94,10.42,light rain
607,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,69.03,16,0,6.33,clear sky
608,Iringa,TZ,-7.7667,35.7,68.0,64,20,5.75,few clouds
609,Grand-Santi,GF,4.25,-54.3833,84.15,63,72,3.04,broken clouds
610,Hobyo,SO,5.3505,48.5268,83.61,68,41,13.6,scattered clouds
611,Ust-Ilimsk,RU,58.0006,102.6619,16.23,91,82,3.98,broken clouds
612,Abha,SA,18.2164,42.5053,69.8,49,40,9.22,scattered clouds
613,Coihaique,CL,-45.5752,-72.0662,50.0,81,90,3.47,light rain
614,Qingquan,CN,30.4511,115.2559,57.49,60,95,3.2,overcast clouds
615,Nha Trang,VN,12.25,109.1833,78.8,83,20,3.44,few clouds
616,Marsh Harbour,BS,26.5412,-77.0636,79.79,72,98,14.65,overcast clouds
617,Barra Do Garcas,BR,-15.89,-52.2567,90.07,47,5,1.21,clear sky
618,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.6,60,20,14.97,few clouds
619,Algiers,DZ,36.7525,3.042,59.0,55,40,13.8,scattered clouds
620,Port Jervis,US,41.3751,-74.6927,57.2,44,75,4.61,broken clouds
621,Mianyang,CN,31.4593,104.7542,58.14,88,99,3.6,overcast clouds
622,Laguna,US,38.421,-121.4238,70.0,25,1,9.22,clear sky
623,Pitimbu,BR,-7.4706,-34.8086,78.8,89,75,3.44,broken clouds
624,Kendari,ID,-3.945,122.4989,73.53,94,100,4.47,overcast clouds
625,Luziania,BR,-16.2525,-47.9503,71.6,78,75,6.91,broken clouds
626,Oranjestad,AW,12.524,-70.027,86.0,66,75,20.71,broken clouds
627,Boa Vista,BR,2.8197,-60.6733,87.8,48,75,16.11,broken clouds
628,Pangnirtung,CA,66.1451,-65.7125,15.8,67,75,6.91,broken clouds
629,Domoni,KM,-12.2569,44.5319,78.69,85,55,5.88,light rain
630,Edson,CA,53.5835,-116.4356,32.0,100,90,3.44,snow
631,Port-Gentil,GA,-0.7193,8.7815,86.0,74,20,9.22,few clouds
632,Kiunga,PG,-6.1219,141.2906,73.2,99,100,1.74,moderate rain
633,Tarko-Sale,RU,64.9225,77.785,-4.0,77,64,13.49,heavy snow
634,Sterling,US,39.0062,-77.4286,63.0,41,40,9.22,scattered clouds
635,Isangel,VU,-19.55,169.2667,77.4,86,31,8.23,light rain
636,Perevoz,RU,55.5961,44.5446,45.37,76,77,18.34,broken clouds
637,Oistins,BB,13.0667,-59.5333,86.0,54,40,24.16,scattered clouds
638,Dharmadam,IN,11.7833,75.4333,77.83,84,100,3.94,overcast clouds
639,Markala,ML,13.7021,-6.0659,104.16,9,77,9.89,broken clouds
640,Altamont,US,42.2068,-121.7372,57.99,57,1,1.95,clear sky
641,Petauke,ZM,-14.2426,31.3253,63.32,74,89,6.93,overcast clouds
642,Imbituba,BR,-28.24,-48.6703,73.4,83,40,8.05,scattered clouds
643,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,60,20,14.97,few clouds
644,Corn Island,NI,12.1694,-83.0418,81.3,79,98,9.1,overcast clouds
645,Palu,ID,-0.8917,119.8707,75.07,92,99,2.01,light rain
646,Batken,KG,39.8333,71.0,38.52,66,92,7.67,overcast clouds
647,Dobresti,RO,46.85,22.3,46.4,93,75,3.44,light rain
648,Touros,BR,-5.1989,-35.4608,86.0,66,75,16.11,broken clouds
649,Maua,BR,-23.6678,-46.4614,71.01,79,86,6.93,overcast clouds
650,Ukiah,US,39.1502,-123.2078,70.0,50,1,2.44,clear sky
651,Fuling,CN,29.7022,107.3919,59.4,91,100,1.03,overcast clouds
652,Tazovskiy,RU,67.4667,78.7,-12.57,97,12,9.64,few clouds
653,La Macarena,CO,2.1837,-73.7849,87.53,56,97,4.83,light rain
654,Devonport,AU,-41.1667,146.35,55.0,89,81,1.99,broken clouds
655,Guadalupe Y Calvo,MX,26.1,-106.9667,61.25,17,0,9.89,clear sky
656,Tecoanapa,MX,16.5167,-98.75,82.96,56,0,8.93,clear sky
657,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,48,20,9.22,few clouds
658,Kitimat,CA,54.0524,-128.6534,50.0,57,20,8.05,few clouds
659,Znamenskoye,RU,57.1281,73.8282,17.37,68,84,14.72,broken clouds
660,Weston,US,26.1004,-80.3998,90.0,61,93,10.31,overcast clouds
661,Padang,ID,-0.9492,100.3543,77.04,86,66,3.51,moderate rain
662,Kargasok,RU,59.0556,80.8572,15.42,77,100,19.69,overcast clouds
663,Kayseri,TR,38.737,35.4968,60.8,72,75,4.61,broken clouds
664,Eenhana,NA,-17.4667,16.3333,82.4,30,1,5.75,clear sky
665,Suntar,RU,62.1444,117.6319,15.75,92,100,6.85,overcast clouds
666,Vardo,NO,70.3705,31.1107,42.8,56,0,9.22,clear sky
667,La Mira,MX,18.035,-102.3266,82.81,41,0,8.12,clear sky
668,Agropoli,IT,40.3469,14.9966,57.0,91,48,3.0,scattered clouds
669,Zwedru,LR,6.0667,-8.1281,89.71,53,73,2.68,broken clouds
670,Nadadores,MX,27.05,-101.6,55.4,71,90,9.22,overcast clouds
671,Tungor,RU,53.3808,142.9564,31.14,98,100,11.48,overcast clouds
672,Diffa,NE,13.3154,12.6113,97.03,5,93,7.72,overcast clouds
673,Kayes,ML,14.0,-11.0,102.74,18,81,1.61,broken clouds
674,Rapid City,US,44.0805,-103.231,62.01,25,90,17.27,overcast clouds
675,Nizhneangarsk,RU,55.7833,109.55,10.92,77,88,5.59,overcast clouds
676,Timra,SE,62.487,17.3257,48.2,57,0,6.91,clear sky
677,Bijar,IR,35.8668,47.6051,60.03,35,82,8.77,broken clouds
678,Serdobsk,RU,52.4586,44.2169,46.31,90,80,6.62,light rain
679,Caloundra,AU,-26.8,153.1333,62.01,89,7,1.01,clear sky
680,Onguday,RU,50.75,86.15,39.6,58,0,4.81,clear sky
681,Elliot Lake,CA,46.3834,-82.6331,48.2,61,1,9.22,clear sky
682,Itupiranga,BR,-5.1347,-49.3267,76.32,89,100,2.37,overcast clouds
683,Gornopravdinsk,RU,60.05,69.9,13.96,68,86,6.62,overcast clouds
684,Derzhavinsk,KZ,51.1,66.3167,48.27,67,53,18.1,broken clouds
685,Tucuman,AR,-26.8241,-65.2226,80.6,65,75,6.91,broken clouds
686,Kemijarvi,FI,66.7131,27.4306,37.24,95,16,3.2,few clouds
687,Shangqiu,CN,34.45,115.65,49.51,56,11,7.81,few clouds
688,Thinadhoo,MV,0.5333,72.9333,83.61,59,27,6.69,scattered clouds
689,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.49,82,81,2.89,light rain
690,Darhan,MN,49.4867,105.9228,35.35,36,23,3.98,few clouds
691,Aras,ES,42.5617,-2.356,66.2,27,0,4.61,clear sky
692,Valera,VE,9.3178,-70.6036,89.08,47,96,5.08,overcast clouds
693,Totskoye,RU,52.5248,52.7623,53.01,46,88,13.8,overcast clouds
694,Kisiwani,TZ,-4.1333,37.95,70.16,90,98,4.12,light rain
695,Kresttsy,RU,58.2452,32.5165,49.64,54,62,9.53,broken clouds
696,Atikokan,CA,48.7555,-91.6216,40.24,94,100,8.75,overcast clouds
697,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,56,90,9.22,overcast clouds
